"YEAR_SEMESTER","EDAD_MOD","NIVEL","SEDE_NOMBRE_MAT","n"
"2014 - 2",22,"Especialización","Medellín",2
"2014 - 2",22,"Pregrado","Bogotá",246
"2014 - 2",22,"Pregrado","Manizales",74
"2014 - 2",22,"Pregrado","Medellín",106
"2014 - 2",22,"Pregrado","Palmira",13
"2014 - 2",23,"Especialización","Bogotá",19
"2014 - 2",23,"Especialización","Manizales",16
"2014 - 2",23,"Especialización","Medellín",4
"2014 - 2",23,"Maestría","Bogotá",2
"2014 - 2",23,"Maestría","Manizales",1
"2014 - 2",23,"Pregrado","Bogotá",357
"2014 - 2",23,"Pregrado","Manizales",49
"2014 - 2",23,"Pregrado","Medellín",148
"2014 - 2",23,"Pregrado","Palmira",26
"2014 - 2",24,"Especialización","Bogotá",31
"2014 - 2",24,"Especialización","Manizales",17
"2014 - 2",24,"Especialización","Medellín",15
"2014 - 2",24,"Maestría","Bogotá",14
"2014 - 2",24,"Maestría","Manizales",3
"2014 - 2",24,"Maestría","Medellín",6
"2014 - 2",24,"Pregrado","Bogotá",271
"2014 - 2",24,"Pregrado","Manizales",36
"2014 - 2",24,"Pregrado","Medellín",120
"2014 - 2",24,"Pregrado","Palmira",27
"2014 - 2",25,"Especialidades Médicas","Bogotá",1
"2014 - 2",25,"Especialización","Bogotá",51
"2014 - 2",25,"Especialización","Manizales",9
"2014 - 2",25,"Especialización","Medellín",18
"2014 - 2",25,"Maestría","Bogotá",21
"2014 - 2",25,"Maestría","Manizales",8
"2014 - 2",25,"Maestría","Medellín",6
"2014 - 2",25,"Pregrado","Bogotá",185
"2014 - 2",25,"Pregrado","Manizales",24
"2014 - 2",25,"Pregrado","Medellín",75
"2014 - 2",25,"Pregrado","Palmira",23
"2014 - 2",26,"Especialidades Médicas","Bogotá",1
"2014 - 2",26,"Especialización","Bogotá",43
"2014 - 2",26,"Especialización","Manizales",12
"2014 - 2",26,"Especialización","Medellín",14
"2014 - 2",26,"Maestría","Bogotá",33
"2014 - 2",26,"Maestría","Manizales",7
"2014 - 2",26,"Maestría","Medellín",14
"2014 - 2",26,"Maestría","Palmira",1
"2014 - 2",26,"Pregrado","Bogotá",127
"2014 - 2",26,"Pregrado","Manizales",11
"2014 - 2",26,"Pregrado","Medellín",49
"2014 - 2",26,"Pregrado","Palmira",19
"2014 - 2",27,"Especialización","Amazonía",1
"2014 - 2",27,"Especialización","Bogotá",32
"2014 - 2",27,"Especialización","Manizales",7
"2014 - 2",27,"Especialización","Medellín",10
"2014 - 2",27,"Maestría","Bogotá",45
"2014 - 2",27,"Maestría","Manizales",7
"2014 - 2",27,"Maestría","Medellín",15
"2014 - 2",27,"Maestría","Palmira",1
"2014 - 2",27,"Pregrado","Bogotá",82
"2014 - 2",27,"Pregrado","Manizales",14
"2014 - 2",27,"Pregrado","Medellín",32
"2014 - 2",27,"Pregrado","Palmira",12
"2014 - 2",28,"Doctorado","Medellín",1
"2014 - 2",28,"Especialidades Médicas","Bogotá",2
"2014 - 2",28,"Especialización","Bogotá",35
"2014 - 2",28,"Especialización","Manizales",13
"2014 - 2",28,"Especialización","Medellín",12
"2014 - 2",28,"Maestría","Bogotá",50
"2014 - 2",28,"Maestría","Caribe",1
"2014 - 2",28,"Maestría","Manizales",8
"2014 - 2",28,"Maestría","Medellín",12
"2014 - 2",28,"Maestría","Palmira",1
"2014 - 2",28,"Pregrado","Bogotá",55
"2014 - 2",28,"Pregrado","Manizales",7
"2014 - 2",28,"Pregrado","Medellín",15
"2014 - 2",28,"Pregrado","Palmira",5
"2014 - 2",29,"Doctorado","Bogotá",1
"2014 - 2",29,"Especialidades Médicas","Bogotá",8
"2014 - 2",29,"Especialización","Bogotá",36
"2014 - 2",29,"Especialización","Manizales",9
"2014 - 2",29,"Especialización","Medellín",4
"2014 - 2",29,"Maestría","Bogotá",48
"2014 - 2",29,"Maestría","Manizales",3
"2014 - 2",29,"Maestría","Medellín",22
"2014 - 2",29,"Pregrado","Bogotá",44
"2014 - 2",29,"Pregrado","Manizales",2
"2014 - 2",29,"Pregrado","Medellín",10
"2014 - 2",29,"Pregrado","Palmira",6
"2014 - 2",30,"Doctorado","Bogotá",1
"2014 - 2",30,"Doctorado","Manizales",1
"2014 - 2",30,"Especialidades Médicas","Bogotá",6
"2014 - 2",30,"Especialización","Bogotá",30
"2014 - 2",30,"Especialización","Manizales",10
"2014 - 2",30,"Especialización","Medellín",5
"2014 - 2",30,"Maestría","Bogotá",41
"2014 - 2",30,"Maestría","Manizales",3
"2014 - 2",30,"Maestría","Medellín",8
"2014 - 2",30,"Maestría","Palmira",6
"2014 - 2",30,"Pregrado","Bogotá",34
"2014 - 2",30,"Pregrado","Manizales",4
"2014 - 2",30,"Pregrado","Medellín",9
"2014 - 2",30,"Pregrado","Palmira",2
"2014 - 2",31,"Especialidades Médicas","Bogotá",5
"2014 - 2",31,"Especialización","Bogotá",27
"2014 - 2",31,"Especialización","Manizales",6
"2014 - 2",31,"Especialización","Medellín",6
"2014 - 2",31,"Maestría","Bogotá",39
"2014 - 2",31,"Maestría","Manizales",4
"2014 - 2",31,"Maestría","Medellín",12
"2014 - 2",31,"Maestría","Palmira",7
"2014 - 2",31,"Pregrado","Bogotá",24
"2014 - 2",31,"Pregrado","Manizales",4
"2014 - 2",31,"Pregrado","Medellín",7
"2014 - 2",31,"Pregrado","Palmira",1
"2014 - 2",32,"Doctorado","Bogotá",4
"2014 - 2",32,"Especialidades Médicas","Bogotá",2
"2014 - 2",32,"Especialización","Bogotá",22
"2014 - 2",32,"Especialización","Manizales",2
"2014 - 2",32,"Especialización","Medellín",1
"2014 - 2",32,"Maestría","Bogotá",27
"2014 - 2",32,"Maestría","Caribe",1
"2014 - 2",32,"Maestría","Medellín",13
"2014 - 2",32,"Maestría","Palmira",4
"2014 - 2",32,"Pregrado","Bogotá",22
"2014 - 2",32,"Pregrado","Manizales",6
"2014 - 2",32,"Pregrado","Medellín",2
"2014 - 2",32,"Pregrado","Palmira",2
"2014 - 2",33,"Doctorado","Bogotá",1
"2014 - 2",33,"Doctorado","Medellín",1
"2014 - 2",33,"Especialidades Médicas","Bogotá",2
"2014 - 2",33,"Especialización","Bogotá",24
"2014 - 2",33,"Especialización","Manizales",9
"2014 - 2",33,"Especialización","Medellín",5
"2014 - 2",33,"Maestría","Bogotá",34
"2014 - 2",33,"Maestría","Manizales",2
"2014 - 2",33,"Maestría","Medellín",8
"2014 - 2",33,"Maestría","Palmira",2
"2014 - 2",33,"Pregrado","Bogotá",14
"2014 - 2",33,"Pregrado","Manizales",1
"2014 - 2",33,"Pregrado","Medellín",3
"2014 - 2",34,"Doctorado","Bogotá",1
"2014 - 2",34,"Doctorado","Medellín",1
"2014 - 2",34,"Especialización","Bogotá",23
"2014 - 2",34,"Especialización","Manizales",9
"2014 - 2",34,"Especialización","Medellín",4
"2014 - 2",34,"Maestría","Bogotá",23
"2014 - 2",34,"Maestría","Manizales",1
"2014 - 2",34,"Maestría","Medellín",13
"2014 - 2",34,"Maestría","Palmira",3
"2014 - 2",34,"Pregrado","Bogotá",10
"2014 - 2",34,"Pregrado","Medellín",3
"2014 - 2",35,"Doctorado","Bogotá",1
"2014 - 2",35,"Especialidades Médicas","Bogotá",2
"2014 - 2",35,"Especialización","Bogotá",20
"2014 - 2",35,"Especialización","Manizales",3
"2014 - 2",35,"Especialización","Medellín",2
"2014 - 2",35,"Maestría","Bogotá",31
"2014 - 2",35,"Maestría","Manizales",4
"2014 - 2",35,"Maestría","Medellín",8
"2014 - 2",35,"Maestría","Palmira",1
"2014 - 2",35,"Pregrado","Bogotá",1
"2014 - 2",35,"Pregrado","Manizales",2
"2014 - 2",35,"Pregrado","Medellín",3
"2014 - 2",35,"Pregrado","Palmira",1
"2014 - 2",36,"Especialidades Médicas","Bogotá",1
"2014 - 2",36,"Especialización","Bogotá",14
"2014 - 2",36,"Especialización","Manizales",3
"2014 - 2",36,"Especialización","Medellín",1
"2014 - 2",36,"Maestría","Bogotá",16
"2014 - 2",36,"Maestría","Manizales",2
"2014 - 2",36,"Maestría","Medellín",9
"2014 - 2",36,"Maestría","Palmira",1
"2014 - 2",36,"Pregrado","Bogotá",5
"2014 - 2",36,"Pregrado","Manizales",2
"2014 - 2",36,"Pregrado","Medellín",2
"2014 - 2",36,"Pregrado","Palmira",1
"2014 - 2",37,"Especialidades Médicas","Bogotá",2
"2014 - 2",37,"Especialización","Bogotá",16
"2014 - 2",37,"Especialización","Manizales",10
"2014 - 2",37,"Maestría","Amazonía",1
"2014 - 2",37,"Maestría","Bogotá",19
"2014 - 2",37,"Maestría","Manizales",5
"2014 - 2",37,"Maestría","Medellín",13
"2014 - 2",37,"Maestría","Palmira",4
"2014 - 2",37,"Pregrado","Bogotá",7
"2014 - 2",37,"Pregrado","Manizales",1
"2014 - 2",37,"Pregrado","Medellín",3
"2014 - 2",37,"Pregrado","Palmira",1
"2014 - 2",38,"Doctorado","Bogotá",4
"2014 - 2",38,"Especialización","Bogotá",8
"2014 - 2",38,"Especialización","Manizales",3
"2014 - 2",38,"Especialización","Medellín",1
"2014 - 2",38,"Maestría","Bogotá",19
"2014 - 2",38,"Maestría","Manizales",1
"2014 - 2",38,"Maestría","Medellín",5
"2014 - 2",38,"Pregrado","Bogotá",2
"2014 - 2",38,"Pregrado","Medellín",3
"2014 - 2",39,"Especialización","Bogotá",6
"2014 - 2",39,"Especialización","Medellín",1
"2014 - 2",39,"Maestría","Bogotá",14
"2014 - 2",39,"Maestría","Manizales",1
"2014 - 2",39,"Maestría","Medellín",2
"2014 - 2",39,"Maestría","Palmira",2
"2014 - 2",39,"Pregrado","Bogotá",5
"2014 - 2",39,"Pregrado","Medellín",1
"2014 - 2",40,"Especialidades Médicas","Bogotá",1
"2014 - 2",40,"Especialización","Bogotá",11
"2014 - 2",40,"Especialización","Medellín",1
"2014 - 2",40,"Maestría","Bogotá",8
"2014 - 2",40,"Maestría","Manizales",2
"2014 - 2",40,"Maestría","Medellín",4
"2014 - 2",40,"Pregrado","Bogotá",2
"2014 - 2",40,"Pregrado","Medellín",3
"2014 - 2",41,"Doctorado","Bogotá",1
"2014 - 2",41,"Doctorado","Palmira",1
"2014 - 2",41,"Especialización","Bogotá",4
"2014 - 2",41,"Especialización","Medellín",2
"2014 - 2",41,"Maestría","Bogotá",17
"2014 - 2",41,"Maestría","Manizales",1
"2014 - 2",41,"Maestría","Palmira",4
"2014 - 2",42,"Doctorado","Bogotá",2
"2014 - 2",42,"Doctorado","Palmira",1
"2014 - 2",42,"Especialización","Bogotá",5
"2014 - 2",42,"Especialización","Manizales",2
"2014 - 2",42,"Especialización","Medellín",1
"2014 - 2",42,"Maestría","Amazonía",1
"2014 - 2",42,"Maestría","Bogotá",11
"2014 - 2",42,"Maestría","Manizales",3
"2014 - 2",42,"Maestría","Palmira",1
"2014 - 2",43,"Doctorado","Bogotá",3
"2014 - 2",43,"Especialización","Bogotá",6
"2014 - 2",43,"Especialización","Medellín",1
"2014 - 2",43,"Maestría","Bogotá",11
"2014 - 2",43,"Maestría","Manizales",3
"2014 - 2",43,"Maestría","Medellín",3
"2014 - 2",43,"Maestría","Palmira",2
"2014 - 2",43,"Pregrado","Bogotá",1
"2014 - 2",43,"Pregrado","Palmira",1
"2014 - 2",44,"Doctorado","Bogotá",1
"2014 - 2",44,"Especialidades Médicas","Bogotá",2
"2014 - 2",44,"Especialización","Bogotá",8
"2014 - 2",44,"Especialización","Manizales",6
"2014 - 2",44,"Especialización","Medellín",1
"2014 - 2",44,"Maestría","Bogotá",9
"2014 - 2",44,"Maestría","Manizales",2
"2014 - 2",44,"Maestría","Medellín",2
"2014 - 2",44,"Pregrado","Bogotá",6
"2014 - 2",45,"Doctorado","Bogotá",2
"2014 - 2",45,"Doctorado","Palmira",1
"2014 - 2",45,"Especialización","Bogotá",2
"2014 - 2",45,"Especialización","Manizales",1
"2014 - 2",45,"Maestría","Bogotá",8
"2014 - 2",45,"Maestría","Medellín",3
"2014 - 2",46,"Especialización","Bogotá",5
"2014 - 2",46,"Maestría","Bogotá",6
"2014 - 2",46,"Maestría","Medellín",2
"2014 - 2",46,"Maestría","Palmira",1
"2014 - 2",46,"Pregrado","Palmira",1
"2014 - 2",47,"Doctorado","Bogotá",2
"2014 - 2",47,"Doctorado","Medellín",1
"2014 - 2",47,"Doctorado","Palmira",1
"2014 - 2",47,"Especialización","Bogotá",5
"2014 - 2",47,"Especialización","Manizales",1
"2014 - 2",47,"Especialización","Medellín",1
"2014 - 2",47,"Maestría","Bogotá",2
"2014 - 2",47,"Maestría","Medellín",2
"2014 - 2",48,"Doctorado","Bogotá",1
"2014 - 2",48,"Doctorado","Medellín",1
"2014 - 2",48,"Especialización","Bogotá",1
"2014 - 2",48,"Especialización","Manizales",1
"2014 - 2",48,"Maestría","Caribe",1
"2014 - 2",48,"Maestría","Manizales",1
"2014 - 2",48,"Maestría","Medellín",1
"2014 - 2",48,"Maestría","Palmira",2
"2014 - 2",48,"Pregrado","Medellín",1
"2014 - 2",49,"Doctorado","Bogotá",3
"2014 - 2",49,"Especialización","Bogotá",1
"2014 - 2",49,"Especialización","Manizales",1
"2014 - 2",49,"Especialización","Medellín",1
"2014 - 2",49,"Maestría","Bogotá",4
"2014 - 2",49,"Maestría","Medellín",1
"2014 - 2",49,"Maestría","Palmira",1
"2014 - 2",49,"Pregrado","Bogotá",1
"2014 - 2",50,"Doctorado","Bogotá",1
"2014 - 2",50,"Doctorado","Palmira",1
"2014 - 2",50,"Especialización","Bogotá",2
"2014 - 2",50,"Especialización","Manizales",1
"2014 - 2",50,"Maestría","Bogotá",3
"2014 - 2",50,"Maestría","Manizales",1
"2014 - 2",50,"Maestría","Medellín",2
"2014 - 2",51,"Especialización","Bogotá",3
"2014 - 2",51,"Maestría","Bogotá",1
"2014 - 2",51,"Maestría","Manizales",1
"2014 - 2",51,"Maestría","Medellín",1
"2014 - 2",52,"Doctorado","Bogotá",2
"2014 - 2",52,"Doctorado","Medellín",1
"2014 - 2",52,"Especialización","Bogotá",2
"2014 - 2",52,"Especialización","Manizales",1
"2014 - 2",52,"Maestría","Bogotá",3
"2014 - 2",53,"Especialización","Bogotá",5
"2014 - 2",53,"Especialización","Manizales",2
"2014 - 2",53,"Maestría","Bogotá",3
"2014 - 2",53,"Maestría","Manizales",1
"2014 - 2",53,"Maestría","Medellín",2
"2014 - 2",53,"Maestría","Palmira",1
"2014 - 2",54,"Especialización","Manizales",1
"2014 - 2",54,"Maestría","Bogotá",3
"2014 - 2",54,"Maestría","Palmira",1
"2014 - 2",54,"Pregrado","Bogotá",1
"2014 - 2",55,"Doctorado","Bogotá",2
"2014 - 2",55,"Especialización","Bogotá",1
"2014 - 2",55,"Maestría","Bogotá",2
"2014 - 2",55,"Maestría","Manizales",1
"2014 - 2",55,"Maestría","Medellín",1
"2014 - 2",56,"Doctorado","Bogotá",2
"2014 - 2",56,"Especialización","Bogotá",1
"2014 - 2",56,"Maestría","Bogotá",1
"2014 - 2",57,"Especialización","Bogotá",2
"2014 - 2",57,"Maestría","Bogotá",4
"2014 - 2",57,"Maestría","Medellín",1
"2014 - 2",58,"Especialización","Bogotá",2
"2014 - 2",58,"Especialización","Manizales",1
"2014 - 2",58,"Maestría","Bogotá",2
"2014 - 2",59,"Especialización","Bogotá",1
"2014 - 2",59,"Maestría","Palmira",1
"2014 - 2",60,"Doctorado","Bogotá",1
"2014 - 2",60,"Maestría","Bogotá",1
"2014 - 2",61,"Especialización","Manizales",1
"2014 - 2",61,"Maestría","Manizales",1
"2014 - 2",62,"Especialización","Bogotá",1
"2014 - 2",62,"Maestría","Bogotá",1
"2014 - 2",62,"Maestría","Manizales",1
"2014 - 2",62,"Maestría","Medellín",1
"2014 - 2",63,"Maestría","Bogotá",1
"2014 - 2",64,"Pregrado","Bogotá",1
"2015 - 1",19,"Pregrado","Bogotá",1
"2015 - 1",20,"Pregrado","Manizales",2
"2015 - 1",20,"Pregrado","Medellín",1
"2015 - 1",21,"Especialización","Manizales",3
"2015 - 1",21,"Pregrado","Bogotá",45
"2015 - 1",21,"Pregrado","Manizales",21
"2015 - 1",21,"Pregrado","Medellín",20
"2015 - 1",21,"Pregrado","Palmira",1
"2015 - 1",22,"Especialización","Bogotá",5
"2015 - 1",22,"Especialización","Manizales",2
"2015 - 1",22,"Especialización","Medellín",2
"2015 - 1",22,"Pregrado","Bogotá",201
"2015 - 1",22,"Pregrado","Manizales",88
"2015 - 1",22,"Pregrado","Medellín",112
"2015 - 1",22,"Pregrado","Palmira",15
"2015 - 1",23,"Especialización","Bogotá",10
"2015 - 1",23,"Especialización","Manizales",14
"2015 - 1",23,"Especialización","Medellín",14
"2015 - 1",23,"Maestría","Bogotá",2
"2015 - 1",23,"Pregrado","Bogotá",365
"2015 - 1",23,"Pregrado","Manizales",74
"2015 - 1",23,"Pregrado","Medellín",176
"2015 - 1",23,"Pregrado","Palmira",23
"2015 - 1",24,"Especialización","Bogotá",31
"2015 - 1",24,"Especialización","Manizales",5
"2015 - 1",24,"Especialización","Medellín",16
"2015 - 1",24,"Maestría","Bogotá",6
"2015 - 1",24,"Maestría","Manizales",2
"2015 - 1",24,"Maestría","Medellín",3
"2015 - 1",24,"Pregrado","Bogotá",263
"2015 - 1",24,"Pregrado","Manizales",40
"2015 - 1",24,"Pregrado","Medellín",119
"2015 - 1",24,"Pregrado","Palmira",27
"2015 - 1",25,"Especialidades Médicas","Bogotá",3
"2015 - 1",25,"Especialización","Bogotá",46
"2015 - 1",25,"Especialización","Manizales",12
"2015 - 1",25,"Especialización","Medellín",18
"2015 - 1",25,"Especialización","Palmira",1
"2015 - 1",25,"Maestría","Bogotá",12
"2015 - 1",25,"Maestría","Manizales",3
"2015 - 1",25,"Maestría","Medellín",5
"2015 - 1",25,"Pregrado","Bogotá",180
"2015 - 1",25,"Pregrado","Manizales",30
"2015 - 1",25,"Pregrado","Medellín",57
"2015 - 1",25,"Pregrado","Palmira",30
"2015 - 1",26,"Especialidades Médicas","Bogotá",6
"2015 - 1",26,"Especialización","Bogotá",43
"2015 - 1",26,"Especialización","Manizales",9
"2015 - 1",26,"Especialización","Medellín",15
"2015 - 1",26,"Especialización","Palmira",1
"2015 - 1",26,"Maestría","Bogotá",53
"2015 - 1",26,"Maestría","Manizales",1
"2015 - 1",26,"Maestría","Medellín",10
"2015 - 1",26,"Pregrado","Bogotá",116
"2015 - 1",26,"Pregrado","Manizales",16
"2015 - 1",26,"Pregrado","Medellín",38
"2015 - 1",26,"Pregrado","Palmira",22
"2015 - 1",27,"Especialidades Médicas","Bogotá",13
"2015 - 1",27,"Especialización","Bogotá",34
"2015 - 1",27,"Especialización","Manizales",8
"2015 - 1",27,"Especialización","Medellín",22
"2015 - 1",27,"Especialización","Palmira",3
"2015 - 1",27,"Maestría","Bogotá",40
"2015 - 1",27,"Maestría","Medellín",10
"2015 - 1",27,"Maestría","Palmira",3
"2015 - 1",27,"Pregrado","Bogotá",71
"2015 - 1",27,"Pregrado","Manizales",13
"2015 - 1",27,"Pregrado","Medellín",27
"2015 - 1",27,"Pregrado","Palmira",24
"2015 - 1",28,"Doctorado","Bogotá",1
"2015 - 1",28,"Especialidades Médicas","Bogotá",12
"2015 - 1",28,"Especialización","Bogotá",44
"2015 - 1",28,"Especialización","Manizales",9
"2015 - 1",28,"Especialización","Medellín",16
"2015 - 1",28,"Especialización","Palmira",1
"2015 - 1",28,"Maestría","Bogotá",38
"2015 - 1",28,"Maestría","Caribe",1
"2015 - 1",28,"Maestría","Manizales",4
"2015 - 1",28,"Maestría","Medellín",11
"2015 - 1",28,"Maestría","Palmira",1
"2015 - 1",28,"Pregrado","Bogotá",44
"2015 - 1",28,"Pregrado","Manizales",13
"2015 - 1",28,"Pregrado","Medellín",23
"2015 - 1",28,"Pregrado","Palmira",10
"2015 - 1",29,"Doctorado","Bogotá",4
"2015 - 1",29,"Especialidades Médicas","Bogotá",11
"2015 - 1",29,"Especialización","Bogotá",19
"2015 - 1",29,"Especialización","Manizales",5
"2015 - 1",29,"Especialización","Medellín",20
"2015 - 1",29,"Maestría","Bogotá",43
"2015 - 1",29,"Maestría","Manizales",7
"2015 - 1",29,"Maestría","Medellín",7
"2015 - 1",29,"Maestría","Palmira",1
"2015 - 1",29,"Pregrado","Bogotá",36
"2015 - 1",29,"Pregrado","Manizales",4
"2015 - 1",29,"Pregrado","Medellín",13
"2015 - 1",29,"Pregrado","Palmira",7
"2015 - 1",30,"Doctorado","Bogotá",2
"2015 - 1",30,"Especialidades Médicas","Bogotá",14
"2015 - 1",30,"Especialización","Bogotá",20
"2015 - 1",30,"Especialización","Manizales",6
"2015 - 1",30,"Especialización","Medellín",10
"2015 - 1",30,"Especialización","Palmira",1
"2015 - 1",30,"Maestría","Bogotá",53
"2015 - 1",30,"Maestría","Caribe",1
"2015 - 1",30,"Maestría","Manizales",5
"2015 - 1",30,"Maestría","Medellín",15
"2015 - 1",30,"Pregrado","Bogotá",22
"2015 - 1",30,"Pregrado","Manizales",5
"2015 - 1",30,"Pregrado","Medellín",11
"2015 - 1",30,"Pregrado","Palmira",4
"2015 - 1",31,"Doctorado","Bogotá",1
"2015 - 1",31,"Doctorado","Manizales",1
"2015 - 1",31,"Doctorado","Medellín",1
"2015 - 1",31,"Especialidades Médicas","Bogotá",14
"2015 - 1",31,"Especialización","Bogotá",19
"2015 - 1",31,"Especialización","Manizales",7
"2015 - 1",31,"Especialización","Medellín",9
"2015 - 1",31,"Especialización","Palmira",2
"2015 - 1",31,"Maestría","Bogotá",36
"2015 - 1",31,"Maestría","Manizales",2
"2015 - 1",31,"Maestría","Medellín",6
"2015 - 1",31,"Maestría","Palmira",2
"2015 - 1",31,"Pregrado","Bogotá",21
"2015 - 1",31,"Pregrado","Manizales",2
"2015 - 1",31,"Pregrado","Medellín",11
"2015 - 1",32,"Doctorado","Bogotá",3
"2015 - 1",32,"Doctorado","Medellín",2
"2015 - 1",32,"Especialidades Médicas","Bogotá",9
"2015 - 1",32,"Especialización","Bogotá",14
"2015 - 1",32,"Especialización","Manizales",3
"2015 - 1",32,"Especialización","Medellín",5
"2015 - 1",32,"Maestría","Bogotá",30
"2015 - 1",32,"Maestría","Caribe",1
"2015 - 1",32,"Maestría","Manizales",2
"2015 - 1",32,"Maestría","Medellín",15
"2015 - 1",32,"Maestría","Palmira",2
"2015 - 1",32,"Pregrado","Bogotá",18
"2015 - 1",32,"Pregrado","Manizales",4
"2015 - 1",32,"Pregrado","Medellín",3
"2015 - 1",32,"Pregrado","Palmira",3
"2015 - 1",33,"Doctorado","Bogotá",2
"2015 - 1",33,"Doctorado","Manizales",1
"2015 - 1",33,"Especialidades Médicas","Bogotá",7
"2015 - 1",33,"Especialización","Bogotá",15
"2015 - 1",33,"Especialización","Manizales",3
"2015 - 1",33,"Especialización","Medellín",7
"2015 - 1",33,"Maestría","Bogotá",36
"2015 - 1",33,"Maestría","Manizales",2
"2015 - 1",33,"Maestría","Medellín",12
"2015 - 1",33,"Maestría","Palmira",3
"2015 - 1",33,"Pregrado","Bogotá",6
"2015 - 1",33,"Pregrado","Manizales",1
"2015 - 1",33,"Pregrado","Medellín",3
"2015 - 1",33,"Pregrado","Palmira",3
"2015 - 1",34,"Doctorado","Bogotá",1
"2015 - 1",34,"Especialidades Médicas","Bogotá",6
"2015 - 1",34,"Especialización","Bogotá",17
"2015 - 1",34,"Especialización","Manizales",4
"2015 - 1",34,"Especialización","Medellín",5
"2015 - 1",34,"Maestría","Amazonía",1
"2015 - 1",34,"Maestría","Bogotá",30
"2015 - 1",34,"Maestría","Manizales",3
"2015 - 1",34,"Maestría","Medellín",6
"2015 - 1",34,"Pregrado","Bogotá",11
"2015 - 1",34,"Pregrado","Manizales",1
"2015 - 1",34,"Pregrado","Medellín",4
"2015 - 1",34,"Pregrado","Palmira",1
"2015 - 1",35,"Doctorado","Bogotá",2
"2015 - 1",35,"Doctorado","Medellín",2
"2015 - 1",35,"Especialidades Médicas","Bogotá",1
"2015 - 1",35,"Especialización","Bogotá",11
"2015 - 1",35,"Especialización","Manizales",4
"2015 - 1",35,"Especialización","Medellín",9
"2015 - 1",35,"Maestría","Bogotá",22
"2015 - 1",35,"Maestría","Manizales",4
"2015 - 1",35,"Maestría","Medellín",6
"2015 - 1",35,"Pregrado","Bogotá",9
"2015 - 1",35,"Pregrado","Manizales",2
"2015 - 1",35,"Pregrado","Medellín",4
"2015 - 1",35,"Pregrado","Palmira",1
"2015 - 1",36,"Doctorado","Bogotá",2
"2015 - 1",36,"Especialidades Médicas","Bogotá",5
"2015 - 1",36,"Especialización","Bogotá",11
"2015 - 1",36,"Especialización","Manizales",1
"2015 - 1",36,"Especialización","Medellín",2
"2015 - 1",36,"Especialización","Palmira",1
"2015 - 1",36,"Maestría","Bogotá",12
"2015 - 1",36,"Maestría","Medellín",4
"2015 - 1",36,"Maestría","Palmira",1
"2015 - 1",36,"Pregrado","Bogotá",7
"2015 - 1",36,"Pregrado","Medellín",2
"2015 - 1",36,"Pregrado","Palmira",1
"2015 - 1",37,"Doctorado","Bogotá",2
"2015 - 1",37,"Doctorado","Medellín",1
"2015 - 1",37,"Especialidades Médicas","Bogotá",2
"2015 - 1",37,"Especialización","Bogotá",9
"2015 - 1",37,"Especialización","Manizales",2
"2015 - 1",37,"Especialización","Medellín",1
"2015 - 1",37,"Especialización","Palmira",1
"2015 - 1",37,"Maestría","Bogotá",19
"2015 - 1",37,"Maestría","Manizales",1
"2015 - 1",37,"Maestría","Medellín",6
"2015 - 1",37,"Maestría","Palmira",5
"2015 - 1",37,"Pregrado","Bogotá",2
"2015 - 1",37,"Pregrado","Medellín",1
"2015 - 1",37,"Pregrado","Palmira",1
"2015 - 1",38,"Doctorado","Bogotá",1
"2015 - 1",38,"Doctorado","Medellín",1
"2015 - 1",38,"Especialidades Médicas","Bogotá",2
"2015 - 1",38,"Especialización","Bogotá",9
"2015 - 1",38,"Especialización","Medellín",3
"2015 - 1",38,"Maestría","Bogotá",12
"2015 - 1",38,"Maestría","Medellín",3
"2015 - 1",38,"Pregrado","Bogotá",1
"2015 - 1",38,"Pregrado","Manizales",1
"2015 - 1",38,"Pregrado","Medellín",1
"2015 - 1",39,"Doctorado","Medellín",1
"2015 - 1",39,"Especialidades Médicas","Bogotá",3
"2015 - 1",39,"Especialización","Bogotá",9
"2015 - 1",39,"Especialización","Manizales",1
"2015 - 1",39,"Especialización","Medellín",4
"2015 - 1",39,"Especialización","Palmira",1
"2015 - 1",39,"Maestría","Bogotá",15
"2015 - 1",39,"Maestría","Manizales",1
"2015 - 1",39,"Maestría","Medellín",2
"2015 - 1",39,"Maestría","Palmira",2
"2015 - 1",39,"Pregrado","Manizales",1
"2015 - 1",39,"Pregrado","Medellín",1
"2015 - 1",40,"Doctorado","Bogotá",1
"2015 - 1",40,"Doctorado","Manizales",1
"2015 - 1",40,"Doctorado","Palmira",1
"2015 - 1",40,"Especialidades Médicas","Bogotá",1
"2015 - 1",40,"Especialización","Bogotá",8
"2015 - 1",40,"Especialización","Manizales",1
"2015 - 1",40,"Especialización","Medellín",2
"2015 - 1",40,"Maestría","Bogotá",9
"2015 - 1",40,"Maestría","Manizales",2
"2015 - 1",40,"Maestría","Medellín",1
"2015 - 1",40,"Maestría","Palmira",1
"2015 - 1",40,"Pregrado","Bogotá",4
"2015 - 1",41,"Especialización","Bogotá",7
"2015 - 1",41,"Especialización","Manizales",2
"2015 - 1",41,"Maestría","Bogotá",7
"2015 - 1",41,"Maestría","Manizales",2
"2015 - 1",41,"Maestría","Medellín",3
"2015 - 1",41,"Maestría","Palmira",1
"2015 - 1",41,"Pregrado","Manizales",1
"2015 - 1",42,"Doctorado","Bogotá",3
